ID,x,y,pop_sum,pop_mean,water_mean
125087,63.36,-89.28,0,0,0
125086,62.64,-89.28,0,0,0
125085,61.92,-89.28,0,0,0
125084,61.2,-89.28,0,0,0
125083,60.48,-89.28,0,0,0
125082,59.76,-89.28,0,0,0
125081,59.04,-89.28,0,0,0
125080,58.32,-89.28,0,0,0
125079,57.6,-89.28,0,0,0
125078,56.88,-89.28,0,0,0
125077,56.16,-89.28,0,0,0
125076,55.44,-89.28,0,0,0
125075,54.72,-89.28,0,0,0
125074,54,-89.28,0,0,0
125073,53.28,-89.28,0,0,0
125072,52.56,-89.28,0,0,0
125071,51.84,-89.28,0,0,0
125070,51.12,-89.28,0,0,0
125069,50.4,-89.28,0,0,0
125068,49.68,-89.28,0,0,0
125067,48.96,-89.28,0,0,0
125066,48.24,-89.28,0,0,0
125065,47.52,-89.28,0,0,0
125064,46.8,-89.28,0,0,0
125063,46.08,-89.28,0,0,0
125062,45.36,-89.28,0,0,0
125061,44.64,-89.28,0,0,0
125060,43.92,-89.28,0,0,0
125059,43.2,-89.28,0,0,0
125058,42.48,-89.28,0,0,0
125057,41.76,-89.28,0,0,0
125056,41.04,-89.28,0,0,0
125055,40.32,-89.28,0,0,0
125054,39.6,-89.28,0,0,0
125053,38.88,-89.28,0,0,0
125052,38.16,-89.28,0,0,0
125051,37.44,-89.28,0,0,0
125050,36.72,-89.28,0,0,0
125049,36,-89.28,0,0,0
125048,35.28,-89.28,0,0,0
125047,34.56,-89.28,0,0,0
125046,33.84,-89.28,0,0,0
125045,33.12,-89.28,0,0,0
125044,32.4,-89.28,0,0,0
125043,31.68,-89.28,0,0,0
125042,30.96,-89.28,0,0,0
125041,30.24,-89.28,0,0,0
125040,29.52,-89.28,0,0,0
125039,28.8,-89.28,0,0,0
125038,28.08,-89.28,0,0,0
125037,27.36,-89.28,0,0,0
125036,26.64,-89.28,0,0,0
125035,25.92,-89.28,0,0,0
125034,25.2,-89.28,0,0,0
125033,24.48,-89.28,0,0,0
125032,23.76,-89.28,0,0,0
125031,23.04,-89.28,0,0,0
125030,22.32,-89.28,0,0,0
125029,21.6,-89.28,0,0,0
125028,20.88,-89.28,0,0,0
125027,20.16,-89.28,0,0,0
125026,19.44,-89.28,0,0,0
125025,18.72,-89.28,0,0,0
125024,18,-89.28,0,0,0
125023,17.28,-89.28,0,0,0
125022,16.56,-89.28,0,0,0
125021,15.84,-89.28,0,0,0
125020,15.12,-89.28,0,0,0
125019,14.4,-89.28,0,0,0
125018,13.68,-89.28,0,0,0
125017,12.96,-89.28,0,0,0
125016,12.24,-89.28,0,0,0
125015,11.52,-89.28,0,0,0
125014,10.8,-89.28,0,0,0
125013,10.08,-89.28,0,0,0
125012,9.36,-89.28,0,0,0
125011,8.64,-89.28,0,0,0
125010,7.92,-89.28,0,0,0
125009,7.2,-89.28,0,0,0
125008,6.48,-89.28,0,0,0
125007,5.76,-89.28,0,0,0
125006,5.04,-89.28,0,0,0
125005,4.32,-89.28,0,0,0
125004,3.6,-89.28,0,0,0
125003,2.88,-89.28,0,0,0
125002,2.16,-89.28,0,0,0
125001,1.44,-89.28,0,0,0
125000,0.72,-89.28,0,0,0
124999,-2.53E-13,-89.28,0,0,0
124998,-0.72,-89.28,0,0,0
124997,-1.44,-89.28,0,0,0
124996,-2.16,-89.28,0,0,0
124995,-2.88,-89.28,0,0,0
124994,-3.6,-89.28,0,0,0
124993,-4.32,-89.28,0,0,0
124992,-5.04,-89.28,0,0,0
124991,-5.76,-89.28,0,0,0
124990,-6.48,-89.28,0,0,0
124989,-7.2,-89.28,0,0,0
124988,-7.92,-89.28,0,0,0
124987,-8.64,-89.28,0,0,0
124986,-9.36,-89.28,0,0,0
124985,-10.08,-89.28,0,0,0
124984,-10.8,-89.28,0,0,0
124983,-11.52,-89.28,0,0,0
124982,-12.24,-89.28,0,0,0
124981,-12.96,-89.28,0,0,0
124980,-13.68,-89.28,0,0,0
124979,-14.4,-89.28,0,0,0
124978,-15.12,-89.28,0,0,0
124977,-15.84,-89.28,0,0,0
124976,-16.56,-89.28,0,0,0
124975,-17.28,-89.28,0,0,0
124974,-18,-89.28,0,0,0
124973,-18.72,-89.28,0,0,0
124972,-19.44,-89.28,0,0,0
124971,-20.16,-89.28,0,0,0
124970,-20.88,-89.28,0,0,0
124969,-21.6,-89.28,0,0,0
124968,-22.32,-89.28,0,0,0
124967,-23.04,-89.28,0,0,0
124966,-23.76,-89.28,0,0,0
124965,-24.48,-89.28,0,0,0
124964,-25.2,-89.28,0,0,0
124963,-25.92,-89.28,0,0,0
124962,-26.64,-89.28,0,0,0
124961,-27.36,-89.28,0,0,0
124960,-28.08,-89.28,0,0,0
124959,-28.8,-89.28,0,0,0
124958,-29.52,-89.28,0,0,0
124957,-30.24,-89.28,0,0,0
124956,-30.96,-89.28,0,0,0
124955,-31.68,-89.28,0,0,0
124954,-32.4,-89.28,0,0,0
124953,-33.12,-89.28,0,0,0
124952,-33.84,-89.28,0,0,0
124951,-34.56,-89.28,0,0,0
124950,-35.28,-89.28,0,0,0
124949,-36,-89.28,0,0,0
124948,-36.72,-89.28,0,0,0
124947,-37.44,-89.28,0,0,0
124946,-38.16,-89.28,0,0,0
124945,-38.88,-89.28,0,0,0
124944,-39.6,-89.28,0,0,0
124943,-40.32,-89.28,0,0,0
124942,-41.04,-89.28,0,0,0
124941,-41.76,-89.28,0,0,0
124940,-42.48,-89.28,0,0,0
124939,-43.2,-89.28,0,0,0
